epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,2755.57,1.91727,2.20374,1.6171,0.27222,0.31038,0.28693,0.12247,2.01797,2.53529,1.87044,0.008218,0.008218,0.008218
20,2895.14,1.92086,2.18038,1.60356,0.33983,0.28026,0.28821,0.12938,2.04026,2.44242,1.86261,0.008119,0.008119,0.008119
21,3035.11,1.91401,2.16227,1.60038,0.28071,0.31729,0.27703,0.12789,1.99647,2.54592,1.82093,0.00802,0.00802,0.00802
22,3174.72,1.90342,2.14659,1.59073,0.52657,0.30259,0.27935,0.12202,2.01447,2.43453,1.83146,0.007921,0.007921,0.007921
23,3314.4,1.88567,2.12112,1.58215,0.40945,0.30653,0.29767,0.12782,2.01769,2.39727,1.79647,0.007822,0.007822,0.007822
24,3454.2,1.86162,2.09294,1.57189,0.34967,0.32184,0.30413,0.14438,1.94738,2.42638,1.80401,0.007723,0.007723,0.007723
25,3594.27,1.86303,2.08717,1.56623,0.39871,0.26915,0.28692,0.13322,1.96642,2.46756,1.81154,0.007624,0.007624,0.007624
26,3733.63,1.8465,2.07012,1.56803,0.35438,0.30407,0.29434,0.13649,1.96917,2.39795,1.81231,0.007525,0.007525,0.007525
27,3873.83,1.85092,2.06479,1.56301,0.37269,0.3347,0.32762,0.15242,1.92716,2.25758,1.77798,0.007426,0.007426,0.007426
28,4013.73,1.84957,2.05437,1.55413,0.36283,0.33801,0.3283,0.16363,1.95006,2.33025,1.78882,0.007327,0.007327,0.007327
29,4153.74,1.83207,2.04146,1.55461,0.34061,0.32182,0.3103,0.14301,1.95779,2.3118,1.78989,0.007228,0.007228,0.007228
30,4293.08,1.82887,2.01449,1.54158,0.33798,0.37261,0.31989,0.14934,1.97455,2.28257,1.78152,0.007129,0.007129,0.007129
31,4433.07,1.83484,2.02014,1.54576,0.36392,0.32765,0.30271,0.13455,1.99247,2.29029,1.83617,0.00703,0.00703,0.00703
32,4579.46,1.81315,1.98599,1.53883,0.53823,0.35368,0.32335,0.1545,1.97685,2.27087,1.81512,0.006931,0.006931,0.006931
33,4724.88,1.81914,1.97616,1.53307,0.32285,0.36811,0.322,0.15052,1.93689,2.31107,1.76047,0.006832,0.006832,0.006832
34,4872.04,1.8025,1.96429,1.51995,0.37803,0.32465,0.32025,0.14981,1.94099,2.24683,1.77629,0.006733,0.006733,0.006733
35,5019.31,1.80958,1.95751,1.52677,0.35546,0.34845,0.30497,0.14003,1.95381,2.28036,1.77797,0.006634,0.006634,0.006634
36,5165.24,1.80784,1.94035,1.51157,0.37433,0.3482,0.34311,0.15926,1.98213,2.22772,1.77188,0.006535,0.006535,0.006535
37,5310.07,1.79558,1.93886,1.50906,0.37868,0.36894,0.35606,0.17288,1.93316,2.15966,1.75621,0.006436,0.006436,0.006436
38,5455.44,1.79023,1.92875,1.51113,0.37624,0.36701,0.35312,0.15935,1.93678,2.2068,1.78659,0.006337,0.006337,0.006337
39,5602.44,1.78755,1.91253,1.50773,0.38016,0.37452,0.35469,0.17594,1.93278,2.21018,1.77652,0.006238,0.006238,0.006238
40,5748.56,1.7718,1.8913,1.49201,0.35927,0.36876,0.3471,0.16366,1.94443,2.12771,1.7514,0.006139,0.006139,0.006139
41,5894.88,1.78008,1.88695,1.49197,0.40218,0.35785,0.36218,0.16671,1.95515,2.15301,1.79123,0.00604,0.00604,0.00604
42,6040.84,1.76467,1.89129,1.49353,0.36673,0.38107,0.3191,0.14828,1.94942,2.18488,1.77089,0.005941,0.005941,0.005941
43,6186.67,1.75923,1.86593,1.48334,0.37707,0.36366,0.35165,0.1723,1.93068,2.15971,1.74068,0.005842,0.005842,0.005842
44,6333.24,1.75488,1.84806,1.4718,0.3849,0.3777,0.36341,0.18052,1.92896,2.15491,1.74524,0.005743,0.005743,0.005743
45,6486.47,1.76288,1.86086,1.48369,0.41629,0.35183,0.37378,0.18671,1.92813,2.16134,1.74244,0.005644,0.005644,0.005644
46,6642.44,1.74433,1.83742,1.46772,0.36574,0.41006,0.35569,0.1748,1.92687,2.11363,1.74414,0.005545,0.005545,0.005545
47,6791.99,1.74169,1.81939,1.4738,0.42985,0.38546,0.36499,0.17086,1.91208,2.10584,1.72555,0.005446,0.005446,0.005446
48,6941.13,1.7482,1.83426,1.47232,0.38916,0.40018,0.36386,0.17775,1.93803,2.08845,1.7368,0.005347,0.005347,0.005347
49,7088.77,1.73257,1.81536,1.46379,0.39331,0.37637,0.3743,0.18234,1.92492,2.06132,1.7606,0.005248,0.005248,0.005248
50,7236.13,1.73413,1.81107,1.46759,0.39132,0.37975,0.37325,0.18829,1.91373,2.08081,1.73678,0.005149,0.005149,0.005149
51,7383.79,1.71859,1.78487,1.45078,0.37425,0.38055,0.37416,0.18558,1.90381,2.10619,1.72033,0.00505,0.00505,0.00505
52,7533.53,1.72476,1.78004,1.45353,0.4679,0.37025,0.3949,0.18836,1.92183,2.04624,1.72914,0.004951,0.004951,0.004951
53,7680.76,1.72904,1.79756,1.46051,0.44117,0.37592,0.38668,0.19043,1.91974,2.05239,1.73516,0.004852,0.004852,0.004852
54,7831.84,1.71939,1.75814,1.44281,0.41264,0.39206,0.38721,0.19212,1.91437,2.04467,1.70494,0.004753,0.004753,0.004753
55,7977.01,1.69436,1.75204,1.43956,0.40475,0.38271,0.38223,0.19146,1.90053,2.02655,1.72582,0.004654,0.004654,0.004654
56,8122.27,1.70745,1.7606,1.44195,0.38305,0.40895,0.38377,0.19079,1.90251,2.04853,1.71519,0.004555,0.004555,0.004555
57,8267,1.7105,1.74357,1.43753,0.41734,0.39783,0.37759,0.1921,1.90376,2.03581,1.71805,0.004456,0.004456,0.004456
58,8411.36,1.68854,1.73266,1.42621,0.37958,0.40874,0.38554,0.19974,1.91465,2.00905,1.71651,0.004357,0.004357,0.004357
59,8553.94,1.68704,1.72383,1.421,0.42269,0.41217,0.40206,0.20569,1.90007,2.01094,1.70476,0.004258,0.004258,0.004258
60,8693.71,1.68277,1.72936,1.42816,0.41343,0.41317,0.39833,0.20656,1.89995,2.00172,1.71194,0.004159,0.004159,0.004159
61,8833.47,1.6887,1.69812,1.42494,0.42523,0.39871,0.40414,0.20885,1.91342,2.00764,1.71503,0.00406,0.00406,0.00406
62,8973.18,1.68178,1.70152,1.41681,0.42288,0.39938,0.4044,0.20575,1.89839,2.0006,1.70228,0.003961,0.003961,0.003961
63,9113.26,1.67653,1.68871,1.41422,0.40694,0.41807,0.40489,0.20486,1.88169,1.96847,1.68493,0.003862,0.003862,0.003862
64,9253.34,1.6807,1.68936,1.41723,0.41444,0.41323,0.4055,0.20403,1.88724,1.97335,1.69139,0.003763,0.003763,0.003763
65,9393.6,1.67211,1.67869,1.4175,0.43077,0.42206,0.40656,0.20686,1.89822,1.98051,1.70922,0.003664,0.003664,0.003664
66,9533.34,1.66313,1.66019,1.40601,0.43556,0.40026,0.40878,0.2045,1.88917,1.97081,1.69145,0.003565,0.003565,0.003565
67,9703.85,1.66238,1.66079,1.40476,0.42053,0.40985,0.40363,0.20062,1.89,1.98834,1.69444,0.003466,0.003466,0.003466
68,9881.83,1.64996,1.65747,1.40001,0.44495,0.40165,0.40432,0.20209,1.89123,1.97464,1.68711,0.003367,0.003367,0.003367
69,10021.9,1.63609,1.6344,1.39327,0.44789,0.40438,0.41698,0.2124,1.89454,1.94745,1.69194,0.003268,0.003268,0.003268
70,10161.4,1.64862,1.63738,1.40424,0.418,0.41405,0.41111,0.20914,1.90474,1.94751,1.70174,0.003169,0.003169,0.003169
71,10301.3,1.64349,1.65078,1.40135,0.41253,0.41734,0.41551,0.21234,1.90478,1.94319,1.70014,0.00307,0.00307,0.00307
72,10441.2,1.62987,1.62648,1.39028,0.4175,0.41395,0.41054,0.20841,1.89981,1.93407,1.69185,0.002971,0.002971,0.002971
73,10581,1.63416,1.61218,1.38373,0.43868,0.39637,0.40699,0.20202,1.89709,1.94019,1.69479,0.002872,0.002872,0.002872
74,10727.8,1.62114,1.59204,1.38108,0.45548,0.39005,0.40779,0.20516,1.89958,1.94733,1.69601,0.002773,0.002773,0.002773
75,10881.8,1.62448,1.59589,1.37877,0.44823,0.39761,0.40982,0.20591,1.90069,1.94551,1.69563,0.002674,0.002674,0.002674
76,11029.3,1.61543,1.58763,1.38069,0.48329,0.40452,0.416,0.20749,1.90284,1.93932,1.69491,0.002575,0.002575,0.002575
77,11173,1.62339,1.59249,1.3808,0.48283,0.40262,0.42008,0.21017,1.91175,1.93024,1.69561,0.002476,0.002476,0.002476
78,11319.9,1.60867,1.55939,1.3648,0.48128,0.40588,0.42622,0.2109,1.92205,1.93454,1.69993,0.002377,0.002377,0.002377
79,11467.2,1.60074,1.556,1.36781,0.47423,0.40328,0.43342,0.21211,1.92008,1.9163,1.69263,0.002278,0.002278,0.002278
80,11613.5,1.60644,1.55216,1.36837,0.46476,0.40169,0.42292,0.20895,1.91853,1.91517,1.69274,0.002179,0.002179,0.002179
81,11760.5,1.59956,1.54196,1.36294,0.481,0.38903,0.42168,0.20946,1.91514,1.90656,1.68692,0.00208,0.00208,0.00208
82,11907.3,1.5953,1.54194,1.35926,0.46159,0.39982,0.43002,0.21147,1.91748,1.91136,1.69286,0.001981,0.001981,0.001981
83,12054.4,1.59059,1.53822,1.35476,0.46267,0.39205,0.42129,0.21031,1.91721,1.91539,1.69415,0.001882,0.001882,0.001882
84,12199.7,1.58165,1.52811,1.35126,0.46697,0.39907,0.42189,0.2109,1.91834,1.90941,1.69021,0.001783,0.001783,0.001783
